Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name
Pf6N2E2_5497	TK06_RS27410	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5498	TK06_RS27415	POSSIBLE CONSERVED MEMBRANE PROTEIN	N2E2	P. fluorescens N2E2
Pf6N2E2_5500	TK06_RS27420	MoxR-like ATPases	N2E2	P. fluorescens N2E2
Pf6N2E2_5501	TK06_RS27425	FIG00955538: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5502	TK06_RS27430	5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases	N2E2	P. fluorescens N2E2
Pf6N2E2_5503	TK06_RS27435	FIG01248689: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5504	TK06_RS27440	INTEGRAL MEMBRANE PROTEIN (Rhomboid family)	N2E2	P. fluorescens N2E2
Pf6N2E2_5506	TK06_RS27445	Exodeoxyribonuclease I (EC 3.1.11.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5507	TK06_RS27450	transcriptional regulator MvaT, P16 subunit	N2E2	P. fluorescens N2E2
Pf6N2E2_5508	TK06_RS27455	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_5510	TK06_RS27460	FIG00955324: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5511	TK06_RS27465	FIG00955875: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5512	TK06_RS27470	glycosyl transferase, group 1 family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5513	TK06_RS27475	ATPase component BioM of energizing module of biotin ECF transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_5514	TK06_RS27480	Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	N2E2	P. fluorescens N2E2
Pf6N2E2_5515	TK06_RS27485	Protein export cytoplasm protein SecA ATPase RNA helicase (TC 3.A.5.1.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5516	TK06_RS27490	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase (EC 2.3.1.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5517	TK06_RS27495	Glutathione S-transferase (EC 2.5.1.18)	N2E2	P. fluorescens N2E2
Pf6N2E2_5518	TK06_RS27500	Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-) / Thiamin-phosphate pyrophosphorylase-like protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5519	TK06_RS27505	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_5520	TK06_RS27510	Sensory box histidine kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_5521	TK06_RS27515	2-dehydropantoate 2-reductase (EC 1.1.1.169)	N2E2	P. fluorescens N2E2
Pf6N2E2_5522	TK06_RS27520	FIG001943: hypothetical protein YajQ	N2E2	P. fluorescens N2E2
Pf6N2E2_5523	TK06_RS27525	Small-conductance mechanosensitive channel	N2E2	P. fluorescens N2E2
Pf6N2E2_5524	TK06_RS27530	Outer membrane porin, OprD family	N2E2	P. fluorescens N2E2
Pf6N2E2_5525	TK06_RS27535	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	N2E2	P. fluorescens N2E2
Pf6N2E2_5526	TK06_RS27540	Protein SlyX	N2E2	P. fluorescens N2E2
Pf6N2E2_5527	TK06_RS27545	Cold shock protein CspC	N2E2	P. fluorescens N2E2
Pf6N2E2_5528	TK06_RS27550	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5529	TK06_RS27555	Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5530	TK06_RS27560	FIG00955846: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5532	TK06_RS27565	Glycerate kinase (EC 2.7.1.31)	N2E2	P. fluorescens N2E2
Pf6N2E2_5533	TK06_RS27570	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	N2E2	P. fluorescens N2E2
Pf6N2E2_5534	TK06_RS27575	FIG000859: hypothetical protein YebC	N2E2	P. fluorescens N2E2
Pf6N2E2_5535	TK06_RS27580	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5536	TK06_RS27585	Holliday junction DNA helicase RuvA	N2E2	P. fluorescens N2E2
Pf6N2E2_5537	TK06_RS27590	Holliday junction DNA helicase RuvB	N2E2	P. fluorescens N2E2
Pf6N2E2_5538	TK06_RS27595	4-hydroxybenzoyl-CoA thioesterase family active site	N2E2	P. fluorescens N2E2
Pf6N2E2_5539	TK06_RS27600	MotA/TolQ/ExbB proton channel family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5540	TK06_RS27605	Tol biopolymer transport system, TolR protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5541	TK06_RS27610	TolA protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5542	TK06_RS27615	tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	N2E2	P. fluorescens N2E2
Pf6N2E2_5543	TK06_RS27620	18K peptidoglycan-associated outer membrane lipoprotein; Peptidoglycan-associated lipoprotein precursor; Outer membrane protein P6; OmpA/MotB precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_5544	TK06_RS27625	TPR repeat containing exported protein; Putative periplasmic protein contains a protein prenylyltransferase domain	N2E2	P. fluorescens N2E2
Pf6N2E2_5545	TK06_RS27630	Queuosine Biosynthesis QueE Radical SAM	N2E2	P. fluorescens N2E2
Pf6N2E2_5546	TK06_RS27635	Queuosine Biosynthesis QueC ATPase	N2E2	P. fluorescens N2E2
Pf6N2E2_6157	TK06_RS27640	tRNA-Lys-TTT	N2E2	P. fluorescens N2E2
Pf6N2E2_5547	TK06_RS27645	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5548	TK06_RS27650	Cyanate transport protein CynX	N2E2	P. fluorescens N2E2
Pf6N2E2_5549	TK06_RS27655	Copper resistance protein D	N2E2	P. fluorescens N2E2
Pf6N2E2_5550	TK06_RS27660	Copper resistance protein C precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_5551	TK06_RS27665	Copper resistance protein B	N2E2	P. fluorescens N2E2
Pf6N2E2_5552	TK06_RS27670	Multicopper oxidase	N2E2	P. fluorescens N2E2
Pf6N2E2_5553	TK06_RS27675	Quinolinate synthetase (EC 2.5.1.72)	N2E2	P. fluorescens N2E2
Pf6N2E2_5554	TK06_RS27680	FIG023103: Predicted transmembrane protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5555	TK06_RS27685	Cold shock protein CspA	N2E2	P. fluorescens N2E2
Pf6N2E2_5556	TK06_RS27690	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_5557	TK06_RS27695	L-serine dehydratase (EC 4.3.1.17)	N2E2	P. fluorescens N2E2
Pf6N2E2_5558	TK06_RS27700	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_5559	TK06_RS27705	Glycine cleavage system H protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5560	TK06_RS27710	Sigma-54 dependent transcriptional regulator/sensory box protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5561	TK06_RS27715	LysR-family transcriptional regulator clustered with PA0057	N2E2	P. fluorescens N2E2
Pf6N2E2_5562	TK06_RS27720	Metallo-beta-lactamase superfamily protein PA0057	N2E2	P. fluorescens N2E2
Pf6N2E2_5563	TK06_RS27725	Rrf2-linked NADH-flavin reductase	N2E2	P. fluorescens N2E2
Pf6N2E2_5564	TK06_RS27730	Membrane protein glpM	N2E2	P. fluorescens N2E2
Pf6N2E2_5565	TK06_RS27735	Two component, Sigma-54 Specific, central transcriptional regulator of acidic amino acid uptake	N2E2	P. fluorescens N2E2
Pf6N2E2_5566	TK06_RS27740	Signal transduction histidine kinase regulating C4-dicarboxylate transport system (EC 2.7.13.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_5567	TK06_RS27745	Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5568	TK06_RS27750	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5569	TK06_RS27755	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5570	TK06_RS27760	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5572	TK06_RS27765	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_5573	TK06_RS27770	Glycerol-3-phosphate regulon repressor, DeoR family	N2E2	P. fluorescens N2E2
Pf6N2E2_5574	TK06_RS27775	Glycerol kinase (EC 2.7.1.30)	N2E2	P. fluorescens N2E2
Pf6N2E2_5575	TK06_RS27780	Glycerol uptake facilitator protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5576	TK06_RS27785	Cys-tRNA(Pro) deacylase YbaK	N2E2	P. fluorescens N2E2
Pf6N2E2_5577	TK06_RS27790	Uncharacterized isomerase yddE, PhzC-PhzF family	N2E2	P. fluorescens N2E2
Pf6N2E2_5578	TK06_RS27795	Ferric iron ABC transporter, ATP-binding protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5579	TK06_RS27800	Ornithine carbamoyltransferase (EC 2.1.3.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_5580	TK06_RS27805	FIG00954879: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5581	TK06_RS27810	Formate dehydrogenase-O, major subunit (EC 1.2.1.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_5582	TK06_RS27815	Glutaredoxin-related protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5583	TK06_RS27820	Bacterioferritin	N2E2	P. fluorescens N2E2
Pf6N2E2_5584	TK06_RS27825	Bacterioferritin-associated ferredoxin	N2E2	P. fluorescens N2E2
Pf6N2E2_5586	TK06_RS27830	Alkyl hydroperoxide reductase subunit C-like protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5587	TK06_RS27835	Ribonuclease T (EC 3.1.13.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_5588	TK06_RS27840	Dihydroorotase (EC 3.5.2.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_5589	TK06_RS27845	Sodium-type flagellar protein motY precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_5590	TK06_RS27850	Argininosuccinate synthase (EC 6.3.4.5)	N2E2	P. fluorescens N2E2
Pf6N2E2_5591	TK06_RS27855	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5592	TK06_RS27860	DNA-binding response regulator, LuxR family	N2E2	P. fluorescens N2E2
Pf6N2E2_5593	TK06_RS27865	Leucyl-tRNA synthetase	N2E2	P. fluorescens N2E2
Pf6N2E2_5594	TK06_RS27870	Endonuclease III (EC 4.2.99.18)	N2E2	P. fluorescens N2E2
Pf6N2E2_5595	TK06_RS27875	Electron transport complex protein RnfE	N2E2	P. fluorescens N2E2
Pf6N2E2_5596	TK06_RS27880	Electron transport complex protein RnfG	N2E2	P. fluorescens N2E2
Pf6N2E2_5597	TK06_RS27885	Electron transport complex protein RnfD	N2E2	P. fluorescens N2E2
Pf6N2E2_5598	TK06_RS27890	Electron transport complex protein RnfB	N2E2	P. fluorescens N2E2
Pf6N2E2_5599	TK06_RS27895	Electron transport complex protein RnfA	N2E2	P. fluorescens N2E2
Pf6N2E2_5600	TK06_RS27900	Methionyl-tRNA synthetase (EC 6.1.1.10)	N2E2	P. fluorescens N2E2
Pf6N2E2_5602	TK06_RS27905	Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like	N2E2	P. fluorescens N2E2
Pf6N2E2_5603	TK06_RS27910	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	N2E2	P. fluorescens N2E2
Pf6N2E2_5604	TK06_RS27915	Putative heme iron utilization protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5605	TK06_RS27920	FxsA protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5606	TK06_RS27925	Heat shock protein 60 family co-chaperone GroES	N2E2	P. fluorescens N2E2
Pf6N2E2_5607	TK06_RS27930	Heat shock protein 60 family chaperone GroEL	N2E2	P. fluorescens N2E2
Pf6N2E2_5608	TK06_RS27935	PAP2 superfamily protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5609	TK06_RS27940	DNA-binding response regulator ColR	N2E2	P. fluorescens N2E2
Pf6N2E2_5610	TK06_RS27945	two-component system sensor protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5611	TK06_RS27950	SAM-dependent methyltransferases	N2E2	P. fluorescens N2E2
Pf6N2E2_5612	TK06_RS27955	InaA protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5613	TK06_RS27960	FIG00953674: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5614	TK06_RS27965	RND multidrug efflux transporter; Acriflavin resistance protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5615	TK06_RS27970	Probable Co/Zn/Cd efflux system membrane fusion protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5616	TK06_RS27975	putative exported protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5617	TK06_RS27980	Iron-regulated protein A precursor	N2E2	P. fluorescens N2E2
Pf6N2E2_5618	TK06_RS27985	Probable thiol oxidoreductase with 2 cytochrome c heme-binding sites	N2E2	P. fluorescens N2E2
Pf6N2E2_5619	TK06_RS27990	Putative two-component system sensor kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_5620	TK06_RS27995	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5621	TK06_RS28000	DNA-binding response regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_5622	TK06_RS28005	Translation initiation factor 2 (IF-2; GTPase)	N2E2	P. fluorescens N2E2
Pf6N2E2_5623	TK06_RS28010	YciL protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5624	TK06_RS28015	Intracellular septation protein IspA	N2E2	P. fluorescens N2E2
Pf6N2E2_5625	TK06_RS28020	COG0613, Predicted metal-dependent phosphoesterases (PHP family)	N2E2	P. fluorescens N2E2
Pf6N2E2_5626	TK06_RS28025	Hypothetical YciO protein, TsaC/YrdC paralog	N2E2	P. fluorescens N2E2
Pf6N2E2_5627	TK06_RS28030	Segregation and condensation protein A	N2E2	P. fluorescens N2E2
Pf6N2E2_5628	TK06_RS28035	Segregation and condensation protein B	N2E2	P. fluorescens N2E2
Pf6N2E2_5629	TK06_RS28040	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	N2E2	P. fluorescens N2E2
Pf6N2E2_5630	TK06_RS28045	Leucyl aminopeptidase (aminopeptidase T)	N2E2	P. fluorescens N2E2
Pf6N2E2_5633	TK06_RS28050	Aromatic amino acid transport protein AroP	N2E2	P. fluorescens N2E2
Pf6N2E2_5634	TK06_RS28055	Hypothetical protein YaeJ with similarity to translation release factor	N2E2	P. fluorescens N2E2
Pf6N2E2_5635	TK06_RS28060	Xanthine transporter,putative	N2E2	P. fluorescens N2E2
Pf6N2E2_5636	TK06_RS28065	FIG00954951: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5638	TK06_RS28070	Magnesium and cobalt transport protein CorA	N2E2	P. fluorescens N2E2
Pf6N2E2_5639	TK06_RS28075	Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)	N2E2	P. fluorescens N2E2
Pf6N2E2_5640	TK06_RS28080	FIG00955597: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5641	TK06_RS28085	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	N2E2	P. fluorescens N2E2
Pf6N2E2_5642	TK06_RS28090	FIG00964654: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5643	TK06_RS28095	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5644	TK06_RS28100	CTP synthase (EC 6.3.4.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_5645	TK06_RS28105	Transcriptional regulator, LysR family	N2E2	P. fluorescens N2E2
Pf6N2E2_5646	TK06_RS28110	PROBABLE MEMBRANE PROTEIN	N2E2	P. fluorescens N2E2
Pf6N2E2_5647	TK06_RS28115	Transcriptional regulator, TetR family	N2E2	P. fluorescens N2E2
Pf6N2E2_5648	TK06_RS28120	Outer membrane protein romA	N2E2	P. fluorescens N2E2
Pf6N2E2_5649	TK06_RS28125	FIG00964635: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5650	TK06_RS28130	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_5651	TK06_RS28135	Integral membrane protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5652	TK06_RS28140	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5653	TK06_RS28145	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5654	TK06_RS28150	FIG00957532: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5655	TK06_RS28155	Prophage antirepressor	N2E2	P. fluorescens N2E2
Pf6N2E2_5656	TK06_RS28160	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5657	TK06_RS28165	Large exoproteins involved in heme utilization or adhesion	N2E2	P. fluorescens N2E2
Pf6N2E2_5658	TK06_RS28170	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	N2E2	P. fluorescens N2E2
Pf6N2E2_5659	TK06_RS28175	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5660	TK06_RS28180	Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5661	TK06_RS28185	Arginine/ornithine ABC transporter, permease protein AotQ	N2E2	P. fluorescens N2E2
Pf6N2E2_5662	TK06_RS28190	Arginine/ornithine ABC transporter, permease protein AotM	N2E2	P. fluorescens N2E2
Pf6N2E2_5663	TK06_RS28195	Arginine/ornithine ABC transporter, ATP-binding protein AotP	N2E2	P. fluorescens N2E2
Pf6N2E2_5664	TK06_RS28200	Arginine pathway regulatory protein ArgR, repressor of arg regulon	N2E2	P. fluorescens N2E2
Pf6N2E2_5665	TK06_RS28205	Succinylornithine transaminase (EC 2.6.1.81)	N2E2	P. fluorescens N2E2
Pf6N2E2_5666	TK06_RS28210	Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)	N2E2	P. fluorescens N2E2
Pf6N2E2_5667	TK06_RS28215	Arginine N-succinyltransferase (EC 2.3.1.109)	N2E2	P. fluorescens N2E2
Pf6N2E2_5668	TK06_RS28220	Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)	N2E2	P. fluorescens N2E2
Pf6N2E2_5669	TK06_RS28225	Succinylarginine dihydrolase (EC 3.5.3.23)	N2E2	P. fluorescens N2E2
Pf6N2E2_5670	TK06_RS28230	Putative GTPases (G3E family)	N2E2	P. fluorescens N2E2
Pf6N2E2_5671	TK06_RS28235	Succinylglutamate desuccinylase (EC 3.5.1.96)	N2E2	P. fluorescens N2E2
Pf6N2E2_5672	TK06_RS28240	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	N2E2	P. fluorescens N2E2
Pf6N2E2_5674	TK06_RS28245	Low-specificity L-threonine aldolase (EC 4.1.2.48)	N2E2	P. fluorescens N2E2
Pf6N2E2_5675	TK06_RS28250	Alanyl-tRNA synthetase (EC 6.1.1.7)	N2E2	P. fluorescens N2E2
Pf6N2E2_5676	TK06_RS28255	Aspartokinase (EC 2.7.2.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5677	TK06_RS28260	Carbon storage regulator	N2E2	P. fluorescens N2E2
Pf6N2E2_6158	TK06_RS28265	tRNA-Ser-GCT	N2E2	P. fluorescens N2E2
Pf6N2E2_6159	TK06_RS28270	tRNA-Arg-ACG	N2E2	P. fluorescens N2E2
Pf6N2E2_6160	TK06_RS28275	tRNA-Arg-ACG	N2E2	P. fluorescens N2E2
Pf6N2E2_5678	TK06_RS28280	hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5680	TK06_RS28285	Mg/Co/Ni transporter MgtE / CBS domain	N2E2	P. fluorescens N2E2
Pf6N2E2_5681	TK06_RS28290	RhtB family transporter	N2E2	P. fluorescens N2E2
Pf6N2E2_5682	TK06_RS28295	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_5683	TK06_RS28300	Alginate biosynthesis transcriptional activator	N2E2	P. fluorescens N2E2
Pf6N2E2_6161	TK06_RS28305	tRNA-Arg-CCT	N2E2	P. fluorescens N2E2
Pf6N2E2_5684	TK06_RS28310	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY	N2E2	P. fluorescens N2E2
Pf6N2E2_5685	TK06_RS28315	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_5686	TK06_RS28320	glutamine synthetase family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5687	TK06_RS28325	Transporter, MFS superfamily	N2E2	P. fluorescens N2E2
Pf6N2E2_5688	TK06_RS28330	FIG00955605: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5689	TK06_RS28335	Flagellar biosynthesis protein FlgN	N2E2	P. fluorescens N2E2
Pf6N2E2_5690	TK06_RS28340	Negative regulator of flagellin synthesis FlgM	N2E2	P. fluorescens N2E2
Pf6N2E2_5691	TK06_RS28345	Flagellar basal-body P-ring formation protein FlgA	N2E2	P. fluorescens N2E2
Pf6N2E2_5692	TK06_RS28350	Chemotaxis protein CheV (EC 2.7.3.-)	N2E2	P. fluorescens N2E2
Pf6N2E2_5693	TK06_RS28355	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)	N2E2	P. fluorescens N2E2
Pf6N2E2_5694	TK06_RS28360	Flagellar basal-body rod protein FlgB	N2E2	P. fluorescens N2E2
Pf6N2E2_5695	TK06_RS28365	Flagellar basal-body rod protein FlgC	N2E2	P. fluorescens N2E2
Pf6N2E2_5696	TK06_RS28370	Flagellar basal-body rod modification protein FlgD	N2E2	P. fluorescens N2E2
Pf6N2E2_5697	TK06_RS28375	Flagellar hook protein FlgE	N2E2	P. fluorescens N2E2
Pf6N2E2_5698	TK06_RS28380	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5699	TK06_RS28385	Transcriptional regulatory protein RstA	N2E2	P. fluorescens N2E2
Pf6N2E2_5700	TK06_RS28390	Sensor histidine kinase	N2E2	P. fluorescens N2E2
Pf6N2E2_5701	TK06_RS28395	4'-phosphopantetheinyl transferase entD (EC 2.7.8.-); Holo-[acyl-carrier protein] synthase, alternative (EC 2.7.8.7)	N2E2	P. fluorescens N2E2
Pf6N2E2_5702	TK06_RS28400	Dienelactone hydrolase family	N2E2	P. fluorescens N2E2
Pf6N2E2_5703	TK06_RS28405	outer membrane protein H1	N2E2	P. fluorescens N2E2
Pf6N2E2_5704	TK06_RS28410	Transcriptional regulatory protein PhoP	N2E2	P. fluorescens N2E2
Pf6N2E2_5705	TK06_RS28415	Sensor protein PhoQ (EC 2.7.13.3)	N2E2	P. fluorescens N2E2
Pf6N2E2_5706	TK06_RS28420	Transcriptional regulator, AraC family	N2E2	P. fluorescens N2E2
Pf6N2E2_5707	TK06_RS28425	Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate	N2E2	P. fluorescens N2E2
Pf6N2E2_5708	TK06_RS28430	Alpha-methylacyl-CoA racemase (EC 5.1.99.4)	N2E2	P. fluorescens N2E2
Pf6N2E2_5709	TK06_RS28435	Protein sprT	N2E2	P. fluorescens N2E2
Pf6N2E2_5710	TK06_RS28440	probable membrane protein YPO2362	N2E2	P. fluorescens N2E2
Pf6N2E2_5711	TK06_RS28445	tRNA(Cytosine32)-2-thiocytidine synthetase	N2E2	P. fluorescens N2E2
Pf6N2E2_5712	TK06_RS28450	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	N2E2	P. fluorescens N2E2
Pf6N2E2_5713	TK06_RS28455	FIG00956341: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5714	TK06_RS28460	Flavoprotein WrbA	N2E2	P. fluorescens N2E2
Pf6N2E2_5715	TK06_RS28465	Arsenate reductase (EC 1.20.4.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5716	TK06_RS28470	Cytochrome c-type biogenesis protein ResA	N2E2	P. fluorescens N2E2
Pf6N2E2_5717	TK06_RS28475	Heat shock protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5718	TK06_RS28480	FIG00953240: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5719	TK06_RS28485	D-lactate dehydrogenase (EC 1.1.1.28)	N2E2	P. fluorescens N2E2
Pf6N2E2_5720	TK06_RS28490	BarA sensory histidine kinase (= VarS = GacS)	N2E2	P. fluorescens N2E2
Pf6N2E2_5721	TK06_RS28500	Cysteine synthase B (EC 2.5.1.47)	N2E2	P. fluorescens N2E2
Pf6N2E2_5722	TK06_RS28505	23S rRNA (Uracil-5-) -methyltransferase RumA (EC 2.1.1.-) ## LSU rRNA m(5)U1939	N2E2	P. fluorescens N2E2
Pf6N2E2_5723	TK06_RS28510	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_5724	TK06_RS28515	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	N2E2	P. fluorescens N2E2
Pf6N2E2_5725	TK06_RS28520	nucleoprotein/polynucleotide-associated enzyme	N2E2	P. fluorescens N2E2
Pf6N2E2_5726	TK06_RS28525	FIG00953102: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5727	TK06_RS28530	FIG00955360: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5728	TK06_RS28535	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	N2E2	P. fluorescens N2E2
Pf6N2E2_5729	TK06_RS28540	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	N2E2	P. fluorescens N2E2
Pf6N2E2_5730	TK06_RS28545	FIG00954480: hypothetical protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5731	TK06_RS28550	Putative permease often clustered with de novo purine synthesis	N2E2	P. fluorescens N2E2
Pf6N2E2_5732	TK06_RS28555	Chromosomal replication initiator protein DnaA	N2E2	P. fluorescens N2E2
Pf6N2E2_5733	TK06_RS28560	NLP/P60 family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5734	TK06_RS28565	NLP/P60 family protein	N2E2	P. fluorescens N2E2
Pf6N2E2_5735	TK06_RS28570	L-sorbosone dehydrogenase	N2E2	P. fluorescens N2E2
Pf6N2E2_5736	TK06_RS28575	FIG00961250: hypothetical protein	N2E2	P. fluorescens N2E2
